"Zhmak","Kirilenko"
"KUBAK","AUSTRIA"
"H. KAKU","Japan"
"Owen","England"
"J Kenny","CBAI"
"Sam Lev","MILNER"
"Zlotov D","Russia"
"Zia","Gillis"
"Brum","Chagas"
"INTONTI","SABBATINI"
"Wahdan","El Ahly Club (A)"
"Chen Jien","GZ Orange Team"
"BERG","HEIMDAL BK"
"East","Nickell"
"Liu Shu","Dong Qi 9"
"Walczak","EKO-AL"
"Drewski","SCHWARTZ"
"Karakolev G","BUL"
"Brink S.","Netherlands"
"Krawczyk","Slaska"
"Kandemir","TEXAN AND TURKS"
"Van Mol ","SQUEEZE I"
"M.Ellen","China Hong Kong"
"PD Hackett","PD Hackett"
"Syrakopoul","Rofoi"
"AMINIAN","NYON 1"
"M. PURI","Pakistan"
"GAWRYS","POL RUCH AZS PWr"
"uzum","BC TOFAS TUR"
"BARAKAT","JORDAN"
"Smith","Chile"
"LMY","NTHU A"
"Sveindal","Bergen Akadem BK"
"Watulingas","Palma Karya Mandiri"
"lucaciu","Gruia"
"JANSSENS H","BELGIUM"
"Auken","Karlsruher"
"Laser","NSW"
"Eglseer","AUSTRIA"
"Nanev","Quantum BC"
"Castelein","South Africa"
"BOEGEM","NETHERLANDS"
"NOWOSADZKI","CONNECTOR POLAND"
"Lindqvist","Schwartz"
"Sun SL","Shou Chuang Club"
"Piotr Gawrys","Rosenkrantz"
"Banerjee","J.P. Goenka"
"MAHKOTA","INDONESIA POWER 1"
"ABDEL FATT","EGYPT"
"Katz","NICKELL"
"T.Hanlon","Pharon"
"Ashworth","Ashworth"
"Gromova","White Bears"
"HANSEN J.","DENMARK"
"DUBININ.A","RUSSIA"
"Hoderova","Czech Republic U25"
"FISHER LOT","VITAS"
"B N RASTOG","Pankaj Mehta"
"Hristov"," Bulgaria"
"MOONEY","North Ire"
"Silverston","USA"
"Chagas","BRAZIL"
"Gur","Norby"
"Stuurman","Netherlands"
"Max Aguw","Indonesia (Sulut)"
"P. Gawrys","DWORAN"
"Xu","SINGAPORE"
"Frontaura","THE LATIN"
"Hans","Marston"
"BEDIR Eyme","TURKEY"
"DYAKOV","Bulgaria"
"Jassem","Jassem"
"Sundarram ","Texan Aces"
"S-Ofir Re","Team 2"
"lien.o","USA"
"Hansen","NORWAY B"
"Willenken","SCHWARTZ"
"m","Almirall"
"Yamada","Japan"
"S. Panelew","Indonesia"
"Amaral","Amaral"
"WORTEL","Netherlands"
"Yena","Geo Timah B"
"SEAMON-MOL","USA 2"
"Tuszynski","Team 1"
"Seguineau","Bessis.O"
"OLIVIERI G","ITALY"
"Gao.Fei","China Blue"
"ROSCIANO","CICCARELLI"
"Sebane L","FRA"
"ALP","KANDEMIR"
"Clarke","Trinidad & Tobago"
"Magnani","San Giorgio Del San"
"Willenken","Fleisher "
"HELNESS","ITALY"
"WHEELER","SULGROVE"
"Tanaka","Tanaka"
"D. Wolpert","L'Ecuyer"
"JOYCE","DKI JAYA"
"BOESGAARD","Denmark"
"SCHWARTZ","Israel White"
"South","MILGRIM"
"Whibley","Hung"
"MARIANI","FORNACIARI - RE"
"FRANCES A","Spain"
"Newman","Lavings"
"Lasut","North Celebes"
"LUND","DENMARK"
"Sutherlin","Sprung"
"Dixon","Silverstone"
"CZYZOWICZ","CANADA"
"Paul Lewis","Lewis"
"Nagy","Lilley"
"GROMOV","SYGNITY AZS PWR"
"d lusk","SA"
"H. MIURA","SARA"
"SONTAG","USA 2"
"CIMA","Angelini Bridge Tea"
"BETHERS","LATVIA"
"mcintosh","Townsend"
"West","Cai Fu Zheng Quan"
"Gill","Bloom"
"","ACT"
"S.Majumdar","India"
"Ershov","OSAULENKO"
" Baze","Onstott"
"BRINK","VITAS"
"FISHER","Aotearoq"
"Geare","MacDonald"
"Murdoch","SCOTLAND"
"Lee","CANADA"
"Rajeev K.","Khandelwal"
"Picus","Narasimhan"
"Willenken","WELLAND"
"Manno","Catania Failla"
"Yao J","Meikuang"
"Bauch","Lasserre"
"NYSTROM","Sweden"
"Cichocki","Team 2"
"H. Lall","Milner"
"Maloney","Great Britain"
"JY.Shih","Chinese Taipei"
"HELGEMO","Monaco FMB"
"Bakshi","England"
"Beneix","Lasserre"
"Zhou JH","Pudong Pufa"
"Narkiewicz","MEGA-TECH"
"McCallum","Baker"
"NUNES. C","ITALY"
"Greenwood","North Ire"
"Johnson","Dawson"
"Jawiszewsk","AGH Krakow 1"
"Birman A","ISR"
"INTONTI","ZALESKI"
"LANZAROTTI","BRENO"
"Bergheimer","PALADINO"
"Jin JS","Ke Bi Ya"
"Delmouly","Renouard"
"M Amaral","BRANCO"
"BARONI","MI - ROSETTA"
"Golebiowsk","SYGNITY"
"STOCKDALE","ENGLAND"
"Magnusson M","Iceland"
"Jassem","SAKURA"
"DE BOTTON ","DE BOTTON"
"MANASH MUK","Shree Cement"
"Laanemae","Estonia"
"Morse","ROBINSON"
"Hoogweg F","NET"
"Hollands","VEGA*"
"VINCI","LAVAZZA"
"Bessis","All Stars"
"","CAYNE"
"Green","Australia"
"lee","Wales"
"STRETZ","ZIMMERMANN"
"Gromov","GRNC Russia"
"Shen.C.K","Yeh Bros"
"Rogoff","Rogoff"
"L.Stern","Brogeland"
"You JY","Jing Fan Club"
"Poulat","France A"
"Angelini","ITALY ANGELINI"
"COPE","GROSS"
"Gotard","GERMANY"
"T.Yalcin","DIEGO"
"SCHOLLARD","Netherlands"
"Ware","Milne"
"East","GERMANY"
"Shen MK","Cai Fu Zheng Quan"
"Giard","Rau"
"Zhen YX","Cai Fu Zheng Quan "
"Morimura","Japan 1"
"Erichsen","Wolfarth "
"J.Y.Shih","DEPPO"
"Bellosta P","BC Clichy 2"
"Zlobich","AWAY"
"Tihane","Druva"
"YILMAZ","KOLANKAYA"
"A.Anastasa","Greece Blue"
"Hamman","Also changes"
"Scott","Marston"
"Crouch","Allfrey"
"MARTENS","IMAN"
"Beineix","Lasserre"
"Lanzarott","Italy"
"Zatorski","Poland U20"
"MOLLER","DENMARK"
"Pomares","Romana BR"
"Pettersson","Sweden"
"Biondo","LOY"
"BRINK Sjoert","NETHERLANDS"
"Harasimowi","Poland"
"G Tredinnick","Collins"
"P O'Briain","Rep of Ireland"
"Zhao","Mahaffey"
"BAKKEREN","VRIEND"
"Yousry","El-Ahly Club"
"A Zmudzinski","Green"
"PEKKINEN","FINLAND"
"Sobolewsk","HARASIMOWICZ"
" Karaivanov I","Bulgaria"
"Teshome","ENGLAND"
"Imakura","Japan 1"
"He JW","Bei Di Ke "
"P Cullin","Sweden"
"Le Lin","GZ Orange Team"
"KANG","CHINA"
" Bull","AURORA"
"Liu Chuan","Gonghang Jinying"
"FIORINI","San Marino"
"Chmurski","Meltzer"
"Bessis O","De tessier"
"Wiankowski","POLAND A"
"LeCourtier","New Caledonia"
"Katz","USA I"
"North","Brazil"
"Irinanda","SYABAS Gabrial-UI"
"silver","Carruthers"
"Lund Madsen M","DEN"
"AMARAL","Brazil"
"DiBello","Italy"
"MEYERS","USA1"
"Pablo Lambardi","Ventin"
"North","Diamond"
"Gold","Armstrong"
"Lorimer","Adelaide 1"
"Yesmet SY","KEPRI"
"KRALIK","CZECH REPUBLIC"
"Ma'ruf","SOUTH CELEBES"
"Ivanchev","Botev-Vraca"
"S Pessoa","Portugal"
"Meckstroth","Nickell"
"LAKATOS","HUNGARY GAMAX"
"moss","SPECTOR"
"W.Chen","Chainese Taipei"
"Neill","Chadwick"
"Duboin","ITALY"
"LIEM","North Celebes"
"Shoaid","Pakistan"
"JACOB","BRIDGE AKARANA"
"Verhees","Team 1"
"Combescure","Sebbane"
"IVANOV","Chateau Rossenovo"
"Magnis","Lasserre"
"Kratz","Ita-Ger"
"M.BESSIS","France"
"G. Peng","China Macau"
"Lesniewski M","Poland"
"Lee","Grainger"
"JACOBS","CAYNE"
"BOMPIS Mar","FRANCE"
"Shi ZJ","Zhong Jian Club"
"Jin Li","China Macau"
"George N","Geologi Timah A"
"Toma","Brazil"
"Borevkovic","Croatie"
"ANDERSSEN","NORWAY"
"Yu HG","Jiang Su"
"Rubin","Fleisher"
"MORARU","Romania 1"
"BERTHEAU","BKSE Sweden"
"S.Cabaj","Bergues I"
"AKIN Sevin","JANSMA"
"BELLY","BANTEN"
"KIRAN NADA","Formidables"
"HERBST","Sweden"
"M. Rosenberg","Welland"
"Baroni","Fornaciari"
"Lebel","Izisel"
"Sumitm","India"
"Ivanova","Batov"
"Beatty","Beatty"
"Jassem","POLAND"
"NEHMERT Po","GERMANY"
"Anderson","N Ireland"
"Campos","D'Orsi - Chagas"
"Rew","New Zealand"
"PALMER","USA1"
"Shih J. Y","Chinese Taipei"
"Mayefsky","Chubukov"
"Szilagyi","HUNGARY"
"BATHURST","USA 2 "
"Fucik","AUSTRIA"
"Liu Yiqian","CHINA Women"
"Huang","Chinese Taipei"
"Groenenboo","Netherlands"
"P KHUSHARI","Dhampur sugar Mills"
"Karakolev","Bridge Plus"
"kurokawa","Otvosi"
"Sjoberg","Sweden"
"Pasman","Netherlands"
"Eglseer","Austria"
"Sundelin","BK Hercules SWE"
"JASSEM","MAZURKIEWICZ"
"Bausback N","Luxembourg"
"SEMENTA ","ITALY"
"T.G. Asbi","DKI Jaya"
"D. FRASER","Canada"
"Mucha","RIBITAS"
"granovette","England"
"OSTBERG","SWEDEN"
"GIUBILO","ITALY"
"TIMAKHOVIC","BELARUS"
"M.Mukherji","India"
"J Paulo","Nader"
"THOMSON","AUSTRALIA"
"Romanski","Poland"
"R Wiseman","Scotland"
"Yazicioglu","Canakkale Bld.Spor"
"THALEN","SWEDEN"
"Hauge","Norway"
"Bao X D","Suzhou"
"P.Huang","Chinese Taipei"
"Khiuppenen","Team 2"
"I. Korengk","DKI JAKARTA"
"hickman","England U20"
"Wu TL","Chinese Taipei"
"M Hirata","Japan"
"LETIZIA Ma","USA"
"Knapp","ERIC"
"LAIR","USA1"
"S.WIJS","Netherlands"
"KNAP","SPAIN"
"S Brink","Russia"
"M.Ryman","Sweden"
"Palmieri","POSILLIPO-Maglietta"
"ZALESKI","HOST FRANCE"
"Wu SH","Shanghai Ladies"
"Ivan Alpho","Radhey"
"Fantoni","ITALY"
"ZIA","NICKELL"
"M Kwielier","Australian Youth"
"J. Lall","Milner"
"SMIRNOV","BAMBERGER"
"A Schwartz","GU"
"Wang WF","China Lady"
"Mejane ","Renouard"
"FLEISHER","USA2"
"GARVEY","IRELAND"
"Spasov","Leroumain's boys"
"J. Grue","USA"
"LAIR","USA 2"
"Piekarek","GERMANY"
"Budirahard","BNI IndonesiaSenior"
"RINGUET P.","LEENHARDT"
"Weinstein","JACOBS"
"Yena ","Geologi Timah B"
"Ciechomski","KADIMEX"
"bates","Meltzer"
"Ino","JAPAN - YOI"
"McGANN","MORAN"
"Bessis T","LAFFINEUR"
"bizon","Altschuler"
"Cichocki","GIERULSKI"
"DAI Jianmi","CHINA"
"Weichsel","Fleisher"
"P Gue","Noble"
"Nunes","Meltzer"
"M. Verbeek","NETHERLAND"
"VIST","Hauge"
"Robert","Robert"
"Kupnicki","CONSUS Kalisz"
"von Arnim","GERMANY"
"NYBERG","Finland"
"Campanile","ISRAEL"
"Kriftner S","Austria"
"Van Der Sa","Nijmegen"
"Versace","Team 2"
"MAAS","Netherlands"
"M.Poplilov","DHONDY"
"Wignall","Rothfield"
"M.Kwiecien","UNIA"
"HINDEN F","BADGER"
"Khven Max","Russia"
"Sumit Mukh","Dhampur Sugar Mills"
"T.VERBEEK","Netherlans Red"
"SIME","SCOTLAND"
"HWeinstein","Welland"
"BAKKEREN T","NED AUT"
"Zhang YaL","Beijing Ladies"
"Pozzi","GENTILI - MI"
"S Fraser","Fraser"
"Bessis","Team 1"
"Par Par","Geologi Timah"
"MOLSON","Usa"
"Felmy","Munich"
"Morath","SWEDEN"
"RUSEV","Bulgaria"
"Klapper","KLAPPER"
"m.teixeira","M Teixeira"
"GMIGHECI","COLDEA"
"Rubin","Ekeblad"
"Huang","Yeh"
"VillasBoas","D'Orsi"
"Kurka","Czech Rep"
"Wattar","Martens"
"ONSTOTT","ONSTOTT"
"Saporta","Nahmias"
"CUPER","CUPER"
"Karwur","Djarum I"
"South","MAHAFFEY"
"Krojgaard","Schaltz"
"F. BROWN","England"
"CRONIER","ZIMMERMANN"
"M.MACURA","Japan-Czech"
"ABOUCHANAB","NYON 1"
"E Vianna","Camacho"
"KATZ","Jacobs"
"REES","Wales"
"arrigoni","Italy"
"Bi SG","SPG"
"IMAKURA","Japan"
"V. ARONOV","Bulgaria"
"N Smith","England"
"Lin RQ","Zhong Jian"
"GLYNN","IRELAND"
"ROMANSKI J","POLAND"
"van Prooij","NETHERLANDS"
"REHDER","GERMANY"
"Zahariev Z","BUL"
"BAREL","Israel"
"Lindkvist","SWEDEN"
"ARONOV","BULGARIA - K1"
"Jeddy","Burke"
"B.Gierulsk","poland"
"Lavings","Lebowitz"
"matheson","Scotland"
"Panelewen ","Indonesia"
"MULTON","Monaco FM"
"DIKHNOVA T","SILVER EAGLE"
"Bi SG","Nanfang Dianwang"
"Wang XJ","Beijing Capital"
"Eliasson","Latvia"
"Chua","F O S"
" Greenwood","North Ire"
"Hayden","USA/Kasle"
"Meckstroth","Johnson"
"Hasyim","I P Suralaya"
"Soloway","Baze"
"Hermanto","KOTA MATARAM"
"Wolpert ","Kranyak"
"Kirmse","Bamberger Reiter"
"onishak A.","BUAIJH"
"EATON","Canada"
"NYHEIM","FJORDS OF NORWAY"
"M MAGNUSSO","ICELAND"
"Von Armin D","Germany"
"J.Grue","USA Cheek"
"R.Krishnan","Wellknit"
"Barnes","McManus"
"Martinovic S","CRO"
"Jill Meyer","USA"
"TEDD","WALES"
"Shimamura","Japan 2"
"J. Lall","USA"
"Volcker","Paris Sud"
"DALAL Raje","INDIA"
"Michielsen","BC Star"
"Stein","The Skilled"
"Passell","Wold"
"Mackenzie","N Ireland"
"Passell","Cayne"
"Grenthe G","FRA"
"P Buchen","NEWMAN"
"Zipovski","Serbia"
"Capal","Team 2"
"GESTE","LATVIA"
"Gan XL","Gong Hang Jin Ying"
"Russyan","Otvosi"
"Ran JR","Zhejiang Ladies"
"Liu Jun","Jiang Su"
"PAIN","BRAZIL"
"Lo Presti","BC MI - D'AVOSSA"
"Polii","Gabmo III"
"DUBININ. A","RUSSIA"
"WATTAR W","MANO"
"Lu","BEIJING TRINERGY"
"West","Pacyfic"
"Jankova","Czech Republic Red"
"Jason H.","De Botton"
"LIRAN","ISRAEL EIDI"
"Bachiraju","INDIA"
"McGann","McGann"
"Malinowski","Hackett"
"Zigmond","Great Britain"
"Bruggeman","Bakkeren"
"kabra","Tolani Shipping"
"Zawislak","Kwiecien"
"Villasboas","BRAZIL"
"Madden M","North Ire"
"Izisel G","IZISEL"
"Turner","Carruthers"
"Jelinek P","CZR"
"zia","JACOBS"
"Wolpert","Milner"
"P.Hackett","Waterlow"
"S Brum","Branco"
"MO'Briain","Republic of Ireland"
"Suppula","FINLAND"
"Priv","Barcelona"
"Hung","Dragon"
"Lazar","Israel"
"S. Naito","NAITO"
"POIZAT","LEENHARDT"
"Kwiecien","KOWALSKI"
"North","Tallinn"
"Brachman","USA"
"Makoto H","Japan - Yamada"
"Guillaumin","Salama"
"Paulissen","NETHERLANDS"
"Bompis","VOLCKER"
"JRice","USA2"
"Judy G","Thurston"
"MEMED.H","DKI JAYA"
"C. Caponi","Contact I"
"Zmudziwsk","Russia/Poland"
"MARIANI","ASB R. EMILIA"
"Stockdale","ENGLAND"
"P.Lewis","Lewis"
"D'ovidio","Femme"
"Genc","Genc"
"Krekorian","Onstott"
"Kowalski","Team 2"
"Tajima","TAJIMA"
"Nunn","Courtney"
"Griffiths","Nagy"
"Li ZG","SANY"
"OLANSKI","Lithuania"
"RIANTINI -","INDONESIA"
"Hoffman","Haughie"
"Tanudjan S","Nanning"
"Chen XG","Qing Gong"
"Justin","Pharon"
"Paolucci","Alocchi Rimini"
"Meckstroth","Welland"
"GROETHEIM Glenn","NORWAY"
"BESSIS T.","Bessis"
"KALITA","Consus Kalisz"
"Nakamura","JAPAN SENIOR"
"K Miyakuni","Japan 2"
"Bilde M","Denmark"
"MAAS","VRIEND"
","Guadeloupe"
"Flodqvist","SWEDEN"
"Jensen","Denmark"
"GROMOELLER","DEUTSCHLAND"
"BERKOWITZ","LYNCH"
"Gallus","Melbourne 2"
"Lien","LIen"
"G Campbell","Canada"
"GUR","ASSAEL"
"Protonotar","greece"
"Shi Zj","Sanchen"
"Bigdeli","Belgium"
"MURDOCH","SCOTLAND"
"Goldfein","Meckstroth"
"DI BELLO","BCAT - ITALY"
"ALFONSIN J","ARGENTINA"
"Dragic","Scotland"
"PAGANI","BASSINI"
"Pilch","PAJAK"
"Pigott","CBAI"
"Allix","Neve"
"Sen T","Turkey"
"Fogel","Padova"
"Khazanov","Latvia"
"Brewiak","GRUNT"
"Li PH","Taiwan Jiujiu"
"A.Madala","Italy Lavazza"
"Li","China Macau"
"Zmudzinski","COMPUTERLAN"
"SEAMON","CAYNE"
"Henner-Wel","Henner-Welland"
"Vriend","Dutch Ladies"
"A. Rabie","El Shams Club"
"Nunes","ZIMMERMANN"
"HURD","Carmichael"
"BERG","Norway"
"Johansen","Hist"
"Rosenberg","WOLFSON"
"JANKOVA Ja","CZECH REPUBLIC"
"Gromova","Team 2"
"V. Isporsk","Bulgaria"
"M Branco","Mane"
"GOODMAN","Wales"
"SALISBURY","WALES"
"Vinay","Polytech"
"Russ Ekeblad","Ekeblad"
"Hiraki","No Problem"
"BOSENBERG","SOUTH AFRICA"
"Liu yan","China"
"Skorchev","BULGARIA"
"Zhang Y","CHINA"
"Purky","AUSTRIA"
"VENKY","FORMIDABLES"
"Wu SJ","Lin Rong Qiang"
"G Helgemo","Norway"
"Rosen","England"
"Fernandez","Ventin"
"V.Egan","Philippines"
"Q. Levoy","Levoy"
"Dubinin","GRNC Russia"
"Ritmeijer","Netherlands"
"Mazzadi","Villa Fabbriche"
"Fredin","Sweden"
"Yao Wei","Anhui Ladies"
"Hackett Ju","McMahon"
"FRYDRICH","Israel"
"Li Rui","Beijing HongNiu"
"CIVIDIN","C. BR. TRIESTE"
"Bif McGeor","Sime"
"B.Drijver","Neth. Red"
"RADEV","Bulgaria"
"GOSNEY","Oz open"
"K.R VENUTH","Formidables"
"Evgeny","Russia"
"Peterkin","McGowan"
"Chen Guo H","GZ Orange"
"K.Martens","Jelena"
"Naufal","El Hazem"
"Kozlove","Kasle"
"Szczepanks","HOME"
"Zatorski","Vainikonis"
"Todorovic","SERBIA"
"McDonald","MacDonald"
"","Be Di Ke"
"HUNG.Y","CH.TAIPEI"
"VERHEES JR","Netherlands"
"Hallen","SWEDEN"
"D'Ovidio","FRANCE"
"Mason","Stevens"
"Boyd","Ireland"
"ramesh","C.V.Rao"
"gromova","Russia"
"LASUT","NORTH CELEBES"
"Cohen","Lynch"
" I","Sweden"
"Seamon-Molson","STEINER"
"Niekawa T.","Japan"
"Bianchedi","Team Lavazza"
"Glasson","Berkowitz"
"John Mohan","Rosenkrantz"
"Brogeland B","Norway"
"Oursel","Gaviard"
"Dekkers","Neth Girls and boys"
"Mullumphy","Rosendorff"
"Nagy","Nagy"
"M Moran","CBAI"
"Dyke","Sydney 6"
"P_CRONIER","France"
"Liew","Team 1"
"Weinstein","Glasson"
"MIRCHEVA","BATOV"
"CHOY","SINGAPORE"
"Gierulski","MRAGOVIA"
"KOBAYASHI.","JAPAN"
"Owen  ","Wales"
"RADULESCU","Romania 2"
"LAURIA","CARDINE"
"KARLBERG","REKSTAD"
"Triantafyllop","GRE"
"Tomic","CROATIA"
"Linnamagi","Estonia"
"Cecere","Tennis RM- Lanciano"
"Nawrocki P","POL"
"CAKICI F","BEAUVILLAIN"
"VOLCKER","FRANCE"
"Venky","India National"
"Xia HR","Jiu Jiu B"
"Kamto","CENTRAL JAVA"
"Zack Y","Israel"
"East","FRANCE"
"Kolata S","TUR"
"Wang WM","Qi Zhong"
"KARAKOLEV","Chateau Rossenovo"
"SEMENTA","Henner-Welland"
"Drijver","Team 1"
"BERG","Denmark"
"Bjarnarson","Denmark"
"Jagniewski","Bridge 24"
"Liu Chuan","Jin Ying"
"Melman","Markowicz"
"Sun","CHINA GLOBAL TIMES"
"DennySacul","Bhinneka"
"Chassagne","Malarme"
"Levy","PILON"
"Meyer","PILON"
"kotorowicz","Poland"
"vinciguerr","CHEMLA"
"Hurd","Carmichael"
"GOLIN","BRENO"
"Villas Bo","Brazil"
"Mattson","Germany"
"Shih JY","Chinese Taipei"
"Gillis","Simon Gillis"
"Upmark","SWEDEN"
"DAGHER","El Rabwa Club"
"Li QL","Pu Dong"
"Jones","Liggins"
"A KOWALSKI","Jassem"
"DRIJVER BA","VITAS"
"Kowalczyk","WITEK"
"Jason H","Hirst"
"Keaveney","Rep of Ireland"
"Balicki","Italy Cayne"
"SUBBA RAJU","Kaushik"
"Wang Ping","Yeh Bros I"
"Fauconnier","Dantan"
"Drijver","L' Orange"
"MOSCA","Italy"
"Danailov","Juls"
"A.HUNG","42"
"Jezioro","POLAND"
"Fonseca","Camacho"
"Yu Xuan","Taiwan Yizhuang"
"Prooijen","NEDUK"
"Ao","Gu"
"Drijver","Lombard 1"
"Tuszynski","Kowalski"
"FREDIN","DK"
"De Wijs","De Lombard"
"BREED","Firestone"
"butt.n","PAKISTAN"
"OZBEY","MINA"
"Rajesh Dal","Manyawar"
"RICCIARELL","RE - FORNACIARI"
"HARALDSSON","Island"
"Damiani J","Stoppa"
"Lebel","Payen"
"Becker","USA"
"Godfrey","Team 2"
"SWeinstein","Fleisher"
"Hirata","JAPAN SENIOR"
"K. Furuta","Japan"
"Socaseaux","Miguel Sousa Guedes"
"Coudert","FRANCE A"
"Rose Meltzer","Meltzer"
"BAREL","BAREKET"
"ARASZKIEWI","LESNIEWSKI"
"Zhu MR","Gong Hang Jin Ying"
"Moss","DIamond"
"Aranha","Brazil"
"Tuszynski","Poland"
"Mayantz M.","BUDKIN"
"HEGEDUS","Hungary"
"KAMIL","USA2"
"INO Masayu","JAPAN"
"DHONDY Hea","ENGLAND"
"CHERNEV","Bulgaria"
"Garvey","CBAI"
"Zhao Jie","China"
"K.Leung","China Hongkong"
"Auken","Fireman"
"Tom Hanlon","Ireland"
"NARKIEWICZ","BURAS"
"Wilkinson","LEIBOWITZ"
"J.Biswas","Pankaj Kapadia"
"Rotaru","COLDEA"
"van Rensbu","South Africa"
"P C GUPTA","Arun Jain"
"DUBININ","RUS BC Real"
"Hackett Ju","EUROPE"
"Chen JE","SPG"
"STEWART Fr","USA 1"
"Zhmak","KIRILENKO"
"Cieslak","CONSUS Kalisz"
"McGeorge","SCOTLAND"
"Landen","GORDON"
"Mc Gann","Europe"
"PADON","Israel"
"Lakatos","Gamax"
"mnopleo","FJU"
"Ote","Japan"
"austberg","Norway"
"Weinstein","O'Rourke"
"Kozlov","Team 1"
"L McGowan","Scotland"
"DE FALCO","PADOVA - ROMANIN"
"Araszkiew","KALITA"
"LINDE","GERMANY"
"J Hop","Netherlands"
"Ferraro","Italy I"
"Zmudzinski","GROMOV"
"WENNEBERG","SWEDEN"
"Versace","Team 1"
"Niedzielsk","CONSUS"
"Willard","France"
"KATZ Ralph","USA 2"
"Cronier","France"
"Piafsky","CANADA"
"De Knijff","De Knijff"
"Gromov","POLAND/RUSSIA"
"Renal.K","Indonesia"
"Gjaldbak","Blakset"
"CAMPOS","Brazil"
"N Fitzgibb","Ireland"
"LAURIA C.","LAURIA"
"BOMPIS","QUANTIN"
"Belakov","JELENA"
"West","NARASIMHAN"
"","Diamond"
"Mathieson","President's Team"
"Fruewirth","Australia Selected"
"J.Grue","USA 2"
"PASSELL","USA 2"
"Sapounakis","Zotos"
"Very P","Geo Timah B"
"LEVENKO V","ESTONIA"
"Mrs Senior","Team 1"
"David Gold","NEDUK"
"Sivelind","Sweden"
"Lev","USA 2"
"De Falco","Tennis Club"
"zorzun","Belarus"
"Wang","CHINA GLOBAL TIMES"
"D_Ovidio","France"
"Narkiewi","TOPEKO"
"GROMOVA","GRNC - RUSSIA"
"VOLHEJN  V","CZECH REPUBLIC"
"Gitelman","USA II"
"JELENIEWSK","SUWIK"
"KILANI.A","France"
"AA Terje","NORWAY"
"Cohen","Quinn"
"Trendafilov R","Poland"
"Weinstein","Katz"
"C.Caponi","Contact I"
"Jezioro","Poland"
"Greta","FOS"
"Wirkola","The Skilled"
"VAN ZWOL W","DUTCH WOMEN"
"G. Goded","Passarinho"
"WILLENKEN","USA2"
"P Eide","Norway"
"Richter","Cohen"
"CARROLL","IRELAND"
"BALASOVS","LATVIA"
"S Shea","Wales"
"Wu Fan","He Wei Dong"
"Liu","CHINA"
"D.Nikolenk","Contact I"
"Rigaud","Delfour"
"WOLFARTH","Spring Fours"
"CIMON","CANADA"
"Riesz A","HUN"
"Krasnosels","Team 2"
"NUNES","ITALY-ANGELINI"
"Stretz","PIGANEAU"
"Drijver","BC 't Onstein 1"
"Elwindra","Gabrial UI"
"VERBEEK","DUTCH JUNIORS"
"Carruthers","Journalists"
"L. Cohen","Strul"
"Versace","TCP RM Angelini"
"M Dix","Malta"
"BANERJEE","INDIA"
"Wang FL","Zhejiang"
"Robson","EBU"
"M.Aloi","Aloi"
"GRONKVIST","Sweden"
"SOHTORIK","KOLANKAYA"
"STANSBY","Rubin"
"F.Wong","China Hong Kong"
"Assumpcao","CHAGAS"
"CHIPAI","AUKEN"
"Lesniczak","GERMANY"
"BRAITHWAIT","Australia"
"EFFRAIMSSO","ANNA"
"Piscitelli","BRENO"
"Di Franco","ITALY RED"
"MORAN","CBAI"
"Karpov","Vuerst"
"C.R.Badrin","Wellknit"
"Holland","Armstrong"
"F.Bakkeren","BC 't Onstein 2"
"John Moran","USA"
"Welland","Fleisher"
"Gladysh","Agressor"
"Poon H","F O S"
"Bessis","Eisenberg"
"Debbie","Narasimhan"
"MULLAMPHY ","AUSTRALIA"
"Snashall","Melbourne 4"
"ROVYSHYN","Ukraine"
"AUSTBERG P","NORWAY"
"Wasiak","Slaska"
"Mihov","Quantum BC"
"Duboin","Team Lavazza"
"Elinescu","BAMBERGER"
"Carmichael","Korbel"
"Gitelman","USA"
"GROMOV.A","RUSSIA"
"Watson","Stevens"
"FINKEL","USA"
"Masic","BOSNIA"
"BESSIS T.","GROUPE FRANCE"
"Anne Rosen","Team 1"
"Bizon","ASKO TECH Warsaw"
"P.Sridhar","TEXAN ACES"
"WOJEWODA","Tuszynski"
"Eisenberg","BESSIS"
"Chassagne","Robert"
"Markowicz","Markowicz"
"H. Ota","Japan"
"Watulingas","Indonesia"
"Jin Li","Macau"
"Blagov","Canada"
"Beaumier ","Beaumier"
"PINTO","PORTUGAL"
"D Jagelman","JAGELMAN"
"DE BOTTON","DE BOTTON"
"Cormack","New Zealand 1"
"Maj","Krawczyk"
"Villas boa","Brazil"
"Bolesta","STB"
"Y. ZACK","Israel"
"GIGLIOTTI","ITALY"
"Hamilton","Freed"
"Dalal Raje","INDIA"
"Bessis","Gaviard"
"Fager","SWEDEN"
"Vives","Potier"
"Krysa A.","CKIS SKAWINA"
"R Pachtman","Israel"
"Rajeev","RA MA RA HIM"
"STAWOWY_HA","GERMANY"
"JAGGER","ENGLAND"
"MILNE","AUSTRALIA"
"JIMENEZ","Frances"
"MARTENS","MARTENS"
"Z.Brescoll","USA RED"
"Soulet","Payen"
"LINDERMAN","AUSTRIA"
"Birman","Altschuler"
"AFRIANI","West Java"
"Salama","CHEMLA"
"D Chen","Nan-Yuan"
"Kang Meng","Zhang De Zhong"
"Lohay","Slovakia"
"Versace","TC Parioli"
"East","WHY NOT"
"CALANDRA","CALANDRA"
"WILLARD Sy","FRANCE"
"SKRZYPCZAK","MARTENS"
"Green","HORWITZ"
